,countyFIPS,stateFIPS,date,Confirmed_cases
10236,19041,19,04-02-2021,522.5
10237,19043,19,04-02-2021,31.16
10238,19045,19,04-02-2021,101.12
10239,19047,19,04-02-2021,9.09
10240,19049,19,04-02-2021,335.34
10241,19051,19,04-02-2021,0.35
10242,19053,19,04-02-2021,0.38
10243,19055,19,04-02-2021,38.24
10244,19057,19,04-02-2021,61.58
10245,19059,19,04-02-2021,530.57
10246,19061,19,04-02-2021,168.96
10247,19063,19,04-02-2021,0.54
10248,19065,19,04-02-2021,25.7
10249,19067,19,04-02-2021,521.82
10250,19069,19,04-02-2021,1.29
10251,19071,19,04-02-2021,0.42
10252,19073,19,04-02-2021,0.52
10253,19075,19,04-02-2021,8.46
10254,19077,19,04-02-2021,2.89
10255,19079,19,04-02-2021,11.54
10256,19081,19,04-02-2021,3.7
10257,19083,19,04-02-2021,15.08
10258,19085,19,04-02-2021,11.76
10259,19087,19,04-02-2021,43.17
10260,19089,19,04-02-2021,1.44
10261,19091,19,04-02-2021,0.6
10262,19093,19,04-02-2021,0.37
10263,19095,19,04-02-2021,285.79
10264,19097,19,04-02-2021,31.16
10265,19099,19,04-02-2021,150.07
10266,19101,19,04-02-2021,14.37
10267,19103,19,04-02-2021,618.6
10268,19105,19,04-02-2021,63.34
10269,19107,19,04-02-2021,0.6
10270,19109,19,04-02-2021,429.13
10271,19111,19,04-02-2021,54.81
10272,19113,19,04-02-2021,486.51
10273,19115,19,04-02-2021,4.64
10274,19117,19,04-02-2021,1.09
10275,19119,19,04-02-2021,7.62
10276,19121,19,04-02-2021,520.86
10277,19123,19,04-02-2021,63.14
10278,19125,19,04-02-2021,131.43
10279,19127,19,04-02-2021,61.48
10280,19129,19,04-02-2021,12.97
10281,19131,19,04-02-2021,3.31
10282,19133,19,04-02-2021,0.38
10283,19135,19,04-02-2021,0.38
10284,19137,19,04-02-2021,1.33
10285,19139,19,04-02-2021,185.1
10286,19141,19,04-02-2021,13.77
10287,19143,19,04-02-2021,3.1
10288,19145,19,04-02-2021,6.45
10289,19147,19,04-02-2021,1.04
10290,19149,19,04-02-2021,90.56
10291,19151,19,04-02-2021,1.05
10292,19153,19,04-02-2021,6684.07
10293,19155,19,04-02-2021,218.55
10294,19157,19,04-02-2021,34.91
10295,19159,19,04-02-2021,0.72
10296,19161,19,04-02-2021,1.9
10297,19163,19,04-02-2021,440.99
10298,19165,19,04-02-2021,4.93
10299,19167,19,04-02-2021,149.43
10300,19169,19,04-02-2021,166.95
10301,19171,19,04-02-2021,297.34
10302,19173,19,04-02-2021,1.97
10303,19175,19,04-02-2021,6.83
10304,19177,19,04-02-2021,28.71
10305,19179,19,04-02-2021,54.94
10306,19181,19,04-02-2021,260.82
10307,19183,19,04-02-2021,66.58
10308,19185,19,04-02-2021,0.5
10309,19187,19,04-02-2021,67.21
10310,19189,19,04-02-2021,0.68
10311,19191,19,04-02-2021,67.08
10312,19193,19,04-02-2021,176.87
10313,19195,19,04-02-2021,0.78
10314,19197,19,04-02-2021,7.27
10315,20001,20,04-02-2021,6.01
10316,20003,20,04-02-2021,18.23
10317,20005,20,04-02-2021,22.84
10318,20007,20,04-02-2021,1.71
10319,20009,20,04-02-2021,67.26
10320,20011,20,04-02-2021,7.66
10321,20013,20,04-02-2021,1.79
10322,20015,20,04-02-2021,708.28
10323,20017,20,04-02-2021,1.72
10324,20019,20,04-02-2021,0.4
10325,20021,20,04-02-2021,57.63
10326,20023,20,04-02-2021,0.41
10327,20025,20,04-02-2021,1.52
10328,20027,20,04-02-2021,21.73
10329,20029,20,04-02-2021,1.51
10330,20031,20,04-02-2021,43.96
10331,20033,20,04-02-2021,0.53
10332,20035,20,04-02-2021,55.4
10333,20037,20,04-02-2021,57.1
10334,20039,20,04-02-2021,0.45
10335,20041,20,04-02-2021,114.19
10336,20043,20,04-02-2021,21.73
10337,20045,20,04-02-2021,391.8
10338,20047,20,04-02-2021,0.95
10339,20049,20,04-02-2021,0.39
10340,20051,20,04-02-2021,65.35
10341,20053,20,04-02-2021,22.55
10342,20055,20,04-02-2021,81.09
10343,20057,20,04-02-2021,81.95
10344,20059,20,04-02-2021,131.58
10345,20061,20,04-02-2021,89.17
10346,20063,20,04-02-2021,1.67
10347,20065,20,04-02-2021,0.46
10348,20067,20,04-02-2021,33.12
10349,20069,20,04-02-2021,1.87
10350,20071,20,04-02-2021,1.52
10351,20073,20,04-02-2021,1.92
10352,20075,20,04-02-2021,1.65
10353,20077,20,04-02-2021,0.43
10354,20079,20,04-02-2021,331.79
10355,20081,20,04-02-2021,1.94
10356,20083,20,04-02-2021,1.31
10357,20085,20,04-02-2021,48.5
10358,20087,20,04-02-2021,194.67
10359,20089,20,04-02-2021,0.36
10360,20091,20,04-02-2021,6555.62
10361,20093,20,04-02-2021,1.56
10362,20095,20,04-02-2021,22.81
10363,20097,20,04-02-2021,0.48
10364,20099,20,04-02-2021,20.8
10365,20101,20,04-02-2021,1.28
10366,20103,20,04-02-2021,672.65
10367,20105,20,04-02-2021,0.43
10368,20107,20,04-02-2021,1.28
10369,20109,20,04-02-2021,1.32
10370,20111,20,04-02-2021,40.48
10371,20113,20,04-02-2021,384.48
10372,20115,20,04-02-2021,22.64
10373,20117,20,04-02-2021,23.65
10374,20119,20,04-02-2021,1.96
10375,20121,20,04-02-2021,352.96
10376,20123,20,04-02-2021,18.23
10377,20125,20,04-02-2021,43.67
10378,20127,20,04-02-2021,1.32
10379,20129,20,04-02-2021,1.75
10380,20131,20,04-02-2021,43.82
10381,20133,20,04-02-2021,7.31
10382,20135,20,04-02-2021,1.34
10383,20137,20,04-02-2021,0.51
10384,20139,20,04-02-2021,543.03
10385,20141,20,04-02-2021,0.37
10386,20143,20,04-02-2021,22.33
10387,20145,20,04-02-2021,33.25
10388,20147,20,04-02-2021,1.57
10389,20149,20,04-02-2021,187.14
10390,20151,20,04-02-2021,21.82
10391,20153,20,04-02-2021,1.71
10392,20155,20,04-02-2021,580.13
10393,20157,20,04-02-2021,0.41
10394,20159,20,04-02-2021,22.51
10395,20161,20,04-02-2021,713.18
10396,20163,20,04-02-2021,0.51
10397,20165,20,04-02-2021,1.29
10398,20167,20,04-02-2021,1.57
10399,20169,20,04-02-2021,97
10400,20171,20,04-02-2021,43.88
10401,20173,20,04-02-2021,4900.29
10402,20175,20,04-02-2021,83.18
10403,20177,20,04-02-2021,1330.35
10404,20179,20,04-02-2021,1.29
10405,20181,20,04-02-2021,1.55
10406,20183,20,04-02-2021,0.36
10407,20185,20,04-02-2021,1.96
10408,20187,20,04-02-2021,1.61
10409,20189,20,04-02-2021,1.94
10410,20191,20,04-02-2021,66.73
10411,20193,20,04-02-2021,22.36
10412,20195,20,04-02-2021,1.32
10413,20197,20,04-02-2021,2.17
10414,20199,20,04-02-2021,1.29
10415,20201,20,04-02-2021,1.05
10416,20203,20,04-02-2021,1.61
10417,20205,20,04-02-2021,1.52
10418,20207,20,04-02-2021,0.36
10419,20209,20,04-02-2021,629.21
10420,21001,21,04-02-2021,34.64
10421,21003,21,04-02-2021,78.05
10422,21005,21,04-02-2021,255.16
10423,21007,21,04-02-2021,2.93
10424,21009,21,04-02-2021,76.51
10425,21011,21,04-02-2021,13.21
10426,21013,21,04-02-2021,62.2
10427,21015,21,04-02-2021,1101.02
10428,21017,21,04-02-2021,39.5
10429,21019,21,04-02-2021,180.87
10430,21021,21,04-02-2021,401.65
10431,21023,21,04-02-2021,40.16
10432,21025,21,04-02-2021,61.45
10433,21027,21,04-02-2021,47.34
10434,21029,21,04-02-2021,704.26
10435,21031,21,04-02-2021,9.85
10436,21033,21,04-02-2021,7.05
10437,21035,21,04-02-2021,120.71
10438,21037,21,04-02-2021,857.63
10439,21039,21,04-02-2021,1.99
10440,21041,21,04-02-2021,37.19
10441,21043,21,04-02-2021,66.3
10442,21045,21,04-02-2021,38.87
10443,21047,21,04-02-2021,423.25
10444,21049,21,04-02-2021,261.87
10445,21051,21,04-02-2021,247.97
10446,21053,21,04-02-2021,8.81
10447,21055,21,04-02-2021,10.17
10448,21057,21,04-02-2021,5.56
10449,21059,21,04-02-2021,641.82
10450,21061,21,04-02-2021,5.68
10451,21063,21,04-02-2021,54.72
10452,21065,21,04-02-2021,21.43
10453,21067,21,04-02-2021,3774.62
10454,21069,21,04-02-2021,24.12
10455,21071,21,04-02-2021,81
10456,21073,21,04-02-2021,337.83
10457,21075,21,04-02-2021,7.73
10458,21077,21,04-02-2021,50.42
10459,21079,21,04-02-2021,64.83
10460,21081,21,04-02-2021,245.55
10461,21083,21,04-02-2021,123.36
10462,21085,21,04-02-2021,59.1
10463,21087,21,04-02-2021,4.58
10464,21089,21,04-02-2021,340.25
10465,21091,21,04-02-2021,3.66
10466,21093,21,04-02-2021,867.99
10467,21095,21,04-02-2021,67.16
10468,21097,21,04-02-2021,73.21
10469,21099,21,04-02-2021,31.09
10470,21101,21,04-02-2021,345.34
10471,21103,21,04-02-2021,67.64
10472,21105,21,04-02-2021,7.75
10473,21107,21,04-02-2021,125.44
10474,21109,21,04-02-2021,61.16
10475,21111,21,04-02-2021,11094.89
10476,21113,21,04-02-2021,443.81
10477,21115,21,04-02-2021,61.7
10478,21117,21,04-02-2021,1111.98
10479,21119,21,04-02-2021,72.35
10480,21121,21,04-02-2021,80.13
10481,21123,21,04-02-2021,19.93
10482,21125,21,04-02-2021,167.3
10483,21127,21,04-02-2021,31.39
10484,21129,21,04-02-2021,39.7
10485,21131,21,04-02-2021,53.08
10486,21133,21,04-02-2021,264.96
10487,21135,21,04-02-2021,22.31
10488,21137,21,04-02-2021,71.85
10489,21139,21,04-02-2021,10.45
10490,21141,21,04-02-2021,107.77
10491,21143,21,04-02-2021,41.05
10492,21145,21,04-02-2021,301.69
10493,21147,21,04-02-2021,223.24
10494,21149,21,04-02-2021,20.13
10495,21151,21,04-02-2021,392.58
10496,21153,21,04-02-2021,42.81
10497,21155,21,04-02-2021,35.95
10498,21157,21,04-02-2021,248.63
10499,21159,21,04-02-2021,59.1
10500,21161,21,04-02-2021,131.57
10501,21163,21,04-02-2021,360.6
10502,21165,21,04-02-2021,6.02
10503,21167,21,04-02-2021,219.8
10504,21169,21,04-02-2021,10.03
10505,21171,21,04-02-2021,11.88
10506,21173,21,04-02-2021,217.99
10507,21175,21,04-02-2021,18.16
10508,21177,21,04-02-2021,60.02
10509,21179,21,04-02-2021,398.97
10510,21181,21,04-02-2021,3.2
10511,21183,21,04-02-2021,81.4
10512,21185,21,04-02-2021,1290.65
10513,21187,21,04-02-2021,37.49
10514,21189,21,04-02-2021,39.7
10515,21191,21,04-02-2021,67.45
10516,21193,21,04-02-2021,49.14
10517,21195,21,04-02-2021,197.1
10518,21197,21,04-02-2021,12.69
10519,21199,21,04-02-2021,171.32
10520,21201,21,04-02-2021,7.25
10521,21203,21,04-02-2021,23.68
10522,21205,21,04-02-2021,54.36
10523,21207,21,04-02-2021,127.5
10524,21209,21,04-02-2021,525.24
10525,21211,21,04-02-2021,497.33
10526,21213,21,04-02-2021,208.41
10527,21215,21,04-02-2021,74.63
10528,21217,21,04-02-2021,76.69
10529,21219,21,04-02-2021,7.93
10530,21221,21,04-02-2021,18.98
10531,21223,21,04-02-2021,47.84
10532,21225,21,04-02-2021,21.53
10533,21227,21,04-02-2021,997.03
10534,21229,21,04-02-2021,19.16
10535,21231,21,04-02-2021,92.62
10536,21233,21,04-02-2021,19.03
10537,21235,21,04-02-2021,87.42
10538,21237,21,04-02-2021,36.48
10539,21239,21,04-02-2021,339.05
10540,22001,22,04-02-2021,149.87
10541,22003,22,04-02-2021,64.39
10542,22005,22,04-02-2021,1113.93
10543,22007,22,04-02-2021,55.09
10544,22009,22,04-02-2021,75.38
10545,22011,22,04-02-2021,319.71
10546,22013,22,04-02-2021,11.44
10547,22015,22,04-02-2021,1023.95
10548,22017,22,04-02-2021,2139.17
10549,22019,22,04-02-2021,1408.56
10550,22021,22,04-02-2021,3.79
10551,22023,22,04-02-2021,4.53
10552,22025,22,04-02-2021,1.8
10553,22027,22,04-02-2021,39.57
10554,22029,22,04-02-2021,98.02
10555,22031,22,04-02-2021,53.58
10556,22033,22,04-02-2021,4378.66
10557,22035,22,04-02-2021,20.26
10558,22037,22,04-02-2021,911.16
10559,22039,22,04-02-2021,53.85
10560,22041,22,04-02-2021,369.61
10561,22043,22,04-02-2021,41.46
10562,22045,22,04-02-2021,578.39
10563,22047,22,04-02-2021,496.97
10564,22049,22,04-02-2021,18.6
10565,22051,22,04-02-2021,4861.4
10566,22053,22,04-02-2021,70.6
10567,22055,22,04-02-2021,1643.13
10568,22057,22,04-02-2021,730.64
10569,22059,22,04-02-2021,13.87
10570,22061,22,04-02-2021,91.56
10571,22063,22,04-02-2021,1225.27
10572,22065,22,04-02-2021,22.77
10573,22067,22,04-02-2021,908.28
10574,22069,22,04-02-2021,75.9
10575,22071,22,04-02-2021,4300.83
10576,22073,22,04-02-2021,1091.68
10577,22075,22,04-02-2021,151.91
10578,22077,22,04-02-2021,977.22
10579,22079,22,04-02-2021,886.47
10580,22081,22,04-02-2021,4.14
10581,22083,22,04-02-2021,943.15
10582,22085,22,04-02-2021,56.67
10583,22087,22,04-02-2021,92.28
10584,22089,22,04-02-2021,461.58
10585,22091,22,04-02-2021,5.33
10586,22093,22,04-02-2021,931.54
10587,22095,22,04-02-2021,321.01
10588,22097,22,04-02-2021,463.21
10589,22099,22,04-02-2021,140.38
10590,22101,22,04-02-2021,104.58
10591,22103,22,04-02-2021,1845.63
10592,22105,22,04-02-2021,917.89
10593,22107,22,04-02-2021,20.26
10594,22109,22,04-02-2021,665.55
10595,22111,22,04-02-2021,52.7
10596,22113,22,04-02-2021,244.01
10597,22115,22,04-02-2021,266.9
10598,22117,22,04-02-2021,83.43
10599,22119,22,04-02-2021,80.6
10600,22121,22,04-02-2021,227.55
10601,22123,22,04-02-2021,3.59
10602,22125,22,04-02-2021,183.9
10603,22127,22,04-02-2021,14.47
10604,23001,23,04-02-2021,46.76
10605,23003,23,04-02-2021,45.41
10606,23005,23,04-02-2021,1332.17
10607,23007,23,04-02-2021,25.34
10608,23009,23,04-02-2021,55.66
10609,23011,23,04-02-2021,94.31
10610,23013,23,04-02-2021,77.3
10611,23015,23,04-02-2021,45.71
10612,23017,23,04-02-2021,36.9
10613,23019,23,04-02-2021,307.63
10614,23021,23,04-02-2021,3.74
10615,23023,23,04-02-2021,99.16
10616,23025,23,04-02-2021,51.53
10617,23027,23,04-02-2021,22.04
10618,23029,23,04-02-2021,30.32
10619,23031,23,04-02-2021,739.14
10620,24001,24,04-02-2021,1081.87
10621,24003,24,04-02-2021,10349.85
10622,24005,24,04-02-2021,15812.91
10623,24009,24,04-02-2021,756.13
10624,24011,24,04-02-2021,352.11
10625,24013,24,04-02-2021,1125.15
10626,24015,24,04-02-2021,1228.63
10627,24017,24,04-02-2021,1335.79
10628,24019,24,04-02-2021,126.59
10629,24021,24,04-02-2021,2915.57
10630,24023,24,04-02-2021,325.45
10631,24025,24,04-02-2021,3016.18
10632,24027,24,04-02-2021,4711.25
10633,24029,24,04-02-2021,181.89
10634,24031,24,04-02-2021,23872.77
10635,24033,24,04-02-2021,17650.18
10636,24035,24,04-02-2021,674.66
10637,24037,24,04-02-2021,990.84
10638,24039,24,04-02-2021,68.39
10639,24041,24,04-02-2021,639.79
10640,24043,24,04-02-2021,1187.09
10641,24045,24,04-02-2021,780.89
10642,24047,24,04-02-2021,676.61
10643,24510,24,04-02-2021,11946.92
10644,25001,25,04-02-2021,2852.22
10645,25003,25,04-02-2021,1200.67
10646,25005,25,04-02-2021,7633.06
10647,25007,25,04-02-2021,66.67
10648,25009,25,04-02-2021,9654.74
10649,25011,25,04-02-2021,985.29
10650,25013,25,04-02-2021,5513.86
10651,25015,25,04-02-2021,1287.81
10652,25017,25,04-02-2021,30951.81
10653,25019,25,04-02-2021,27.56
10654,25021,25,04-02-2021,9008.17
10655,25023,25,04-02-2021,7371.64
10656,25025,25,04-02-2021,13213.69
10657,25027,25,04-02-2021,11982.82
10658,26001,26,04-02-2021,7.5
10659,26003,26,04-02-2021,3.71
10660,26005,26,04-02-2021,1857.96
10661,26007,26,04-02-2021,129.71
10662,26009,26,04-02-2021,139.13
10663,26011,26,04-02-2021,23.55
10664,26013,26,04-02-2021,1.98
10665,26015,26,04-02-2021,921.48
10666,26017,26,04-02-2021,763.62
10667,26019,26,04-02-2021,136.72
10668,26021,26,04-02-2021,1269.05
10669,26023,26,04-02-2021,329.04
10670,26025,26,04-02-2021,1095.24
10671,26027,26,04-02-2021,467.32
10672,26029,26,04-02-2021,281.53
10673,26031,26,04-02-2021,98.39
10674,26033,26,04-02-2021,207.37
10675,26035,26,04-02-2021,134.8
10676,26037,26,04-02-2021,1097.84
10677,26039,26,04-02-2021,13.72
10678,26041,26,04-02-2021,161.74
10679,26043,26,04-02-2021,271.84
10680,26045,26,04-02-2021,1851.57
10681,26047,26,04-02-2021,406.81
10682,26049,26,04-02-2021,4789.52
10683,26051,26,04-02-2021,67.07
10684,26053,26,04-02-2021,31.89
10685,26055,26,04-02-2021,1054.93
10686,26057,26,04-02-2021,212.84
10687,26059,26,04-02-2021,314.77
10688,26061,26,04-02-2021,145.25
10689,26063,26,04-02-2021,169.57
10690,26065,26,04-02-2021,2291.09
10691,26067,26,04-02-2021,702.63
10692,26069,26,04-02-2021,57.58
10693,26071,26,04-02-2021,7.93
10694,26073,26,04-02-2021,396.49
10695,26075,26,04-02-2021,1549.09
10696,26077,26,04-02-2021,5590.91
10697,26079,26,04-02-2021,80.89
10698,26081,26,04-02-2021,8107.76
10699,26083,26,04-02-2021,1.81
10700,26085,26,04-02-2021,5.93
10701,26087,26,04-02-2021,1049.95
10702,26089,26,04-02-2021,414.55
10703,26091,26,04-02-2021,742.43
10704,26093,26,04-02-2021,3610.58
10705,26095,26,04-02-2021,2.38
10706,26097,26,04-02-2021,3.95
10707,26099,26,04-02-2021,13283.05
10708,26101,26,04-02-2021,72.4
10709,26103,26,04-02-2021,671.32
10710,26105,26,04-02-2021,104.1
10711,26107,26,04-02-2021,168.28
10712,26109,26,04-02-2021,50.66
10713,26111,26,04-02-2021,1244.74
10714,26113,26,04-02-2021,23.37
10715,26115,26,04-02-2021,1842.33
10716,26117,26,04-02-2021,526.47
10717,26119,26,04-02-2021,6.63
10718,26121,26,04-02-2021,1317.81
10719,26123,26,04-02-2021,333.36
10720,26125,26,04-02-2021,37889.79
10721,26127,26,04-02-2021,214.78
10722,26129,26,04-02-2021,51.34
10723,26131,26,04-02-2021,2.17
10724,26133,26,04-02-2021,74.72
10725,26135,26,04-02-2021,3.68
10726,26137,26,04-02-2021,122.28
10727,26139,26,04-02-2021,8729.87
10728,26141,26,04-02-2021,12.09
10729,26143,26,04-02-2021,116.24
10730,26145,26,04-02-2021,1691.77
10731,26147,26,04-02-2021,1924.08
10732,26149,26,04-02-2021,452.19
10733,26151,26,04-02-2021,213.61
10734,26153,26,04-02-2021,2.21
10735,26155,26,04-02-2021,676.42
10736,26157,26,04-02-2021,325.86
10737,26159,26,04-02-2021,808.09
10738,26161,26,04-02-2021,9572.14
10739,26163,26,04-02-2021,24023.03
10740,26165,26,04-02-2021,357.6
10741,27001,27,04-02-2021,35.21
10742,27003,27,04-02-2021,4095.8
10743,27005,27,04-02-2021,318.49
10744,27007,27,04-02-2021,131.13
10745,27009,27,04-02-2021,393.8
10746,27011,27,04-02-2021,0.98
10747,27013,27,04-02-2021,525.9
10748,27015,27,04-02-2021,475.79
10749,27017,27,04-02-2021,621.22
10750,27019,27,04-02-2021,624.23
10751,27021,27,04-02-2021,73.51
10752,27023,27,04-02-2021,42.85
10753,27025,27,04-02-2021,681.72
10754,27027,27,04-02-2021,497.96
10755,27029,27,04-02-2021,25.15
10756,27031,27,04-02-2021,1.44
10757,27033,27,04-02-2021,30.23
10758,27035,27,04-02-2021,378.02
10759,27037,27,04-02-2021,5539.72
10760,27039,27,04-02-2021,477.04
10761,27041,27,04-02-2021,1157.44
10762,27043,27,04-02-2021,15.63
10763,27045,27,04-02-2021,449.86
10764,27047,27,04-02-2021,140.59
10765,27049,27,04-02-2021,683.45
10766,27051,27,04-02-2021,25.03
10767,27053,27,04-02-2021,21020.5
10768,27055,27,04-02-2021,171.28
10769,27057,27,04-02-2021,117.57
10770,27059,27,04-02-2021,1257.05
10771,27061,27,04-02-2021,120.95
10772,27063,27,04-02-2021,28.77
10773,27065,27,04-02-2021,23.55
10774,27067,27,04-02-2021,893.21
10775,27069,27,04-02-2021,4.08
10776,27071,27,04-02-2021,29.03
10777,27073,27,04-02-2021,25.05
10778,27075,27,04-02-2021,48.07
10779,27077,27,04-02-2021,1.31
10780,27079,27,04-02-2021,583.92
10781,27081,27,04-02-2021,0.98
10782,27083,27,04-02-2021,315.2
10783,27085,27,04-02-2021,1007.34
10784,27087,27,04-02-2021,0.85
10785,27089,27,04-02-2021,30.22
10786,27091,27,04-02-2021,93.17
10787,27093,27,04-02-2021,402.19
10788,27095,27,04-02-2021,192.14
10789,27097,27,04-02-2021,321.05
10790,27099,27,04-02-2021,115.09
10791,27101,27,04-02-2021,46.08
10792,27103,27,04-02-2021,1292.2
10793,27105,27,04-02-2021,191.9
10794,27107,27,04-02-2021,24.37
10795,27109,27,04-02-2021,933.97
10796,27111,27,04-02-2021,225.16
10797,27113,27,04-02-2021,617.65
10798,27115,27,04-02-2021,147.97
10799,27117,27,04-02-2021,1.75
10800,27119,27,04-02-2021,287.66
10801,27121,27,04-02-2021,15.69
10802,27123,27,04-02-2021,7874.78
10803,27125,27,04-02-2021,1.06
10804,27127,27,04-02-2021,576.18
10805,27129,27,04-02-2021,48.3
10806,27131,27,04-02-2021,774.48
10807,27133,27,04-02-2021,57.97
10808,27135,27,04-02-2021,64.08
10809,27137,27,04-02-2021,459.16
10810,27139,27,04-02-2021,876.77
10811,27141,27,04-02-2021,613.94
10812,27143,27,04-02-2021,20.98
10813,27145,27,04-02-2021,992.67
10814,27147,27,04-02-2021,1249.91
10815,27149,27,04-02-2021,31.76
10816,27151,27,04-02-2021,29.27
10817,27153,27,04-02-2021,178.16
10818,27155,27,04-02-2021,1.04
10819,27157,27,04-02-2021,472.04
10820,27159,27,04-02-2021,10.75
10821,27161,27,04-02-2021,99.57
10822,27163,27,04-02-2021,1093
10823,27165,27,04-02-2021,13.27
10824,27167,27,04-02-2021,45.98
10825,27169,27,04-02-2021,595.94
10826,27171,27,04-02-2021,878.07
10827,27173,27,04-02-2021,48.46
10828,28001,28,04-02-2021,59.93
10829,28003,28,04-02-2021,104.08
10830,28005,28,04-02-2021,12.68
10831,28007,28,04-02-2021,123.71
10832,28009,28,04-02-2021,5.32
10833,28011,28,04-02-2021,97.63
10834,28013,28,04-02-2021,29.7
10835,28015,28,04-02-2021,1.71
10836,28017,28,04-02-2021,224.63
10837,28019,28,04-02-2021,5.32
10838,28021,28,04-02-2021,65.12
10839,28023,28,04-02-2021,52.5
10840,28025,28,04-02-2021,313.52
10841,28027,28,04-02-2021,319.99
10842,28029,28,04-02-2021,64.83
10843,28031,28,04-02-2021,102.14
10844,28033,28,04-02-2021,766.75
10845,28035,28,04-02-2021,663.26
10846,28037,28,04-02-2021,5.17
10847,28039,28,04-02-2021,140.47
10848,28041,28,04-02-2021,9.98
10849,28043,28,04-02-2021,107.67
10850,28045,28,04-02-2021,109.19
10851,28047,28,04-02-2021,834.95
10852,28049,28,04-02-2021,1090.62
10853,28051,28,04-02-2021,168.8
10854,28053,28,04-02-2021,65.78
10855,28055,28,04-02-2021,62.31
10856,28057,28,04-02-2021,40.01
10857,28059,28,04-02-2021,975.65
10858,28061,28,04-02-2021,50.13
10859,28063,28,04-02-2021,59.47
10860,28065,28,04-02-2021,23.89
10861,28067,28,04-02-2021,532.4
10862,28069,28,04-02-2021,66.17
10863,28071,28,04-02-2021,636.04
10864,28073,28,04-02-2021,811.77
10865,28075,28,04-02-2021,683.09
10866,28077,28,04-02-2021,11.16
10867,28079,28,04-02-2021,129.6
10868,28081,28,04-02-2021,685.38
10869,28083,28,04-02-2021,90.13
10870,28085,28,04-02-2021,92.78
10871,28087,28,04-02-2021,295.97
10872,28089,28,04-02-2021,830.56
10873,28091,28,04-02-2021,64.41
10874,28093,28,04-02-2021,112.26
10875,28095,28,04-02-2021,114.49
10876,28097,28,04-02-2021,18.24
10877,28099,28,04-02-2021,63.91
10878,28101,28,04-02-2021,102.88
10879,28103,28,04-02-2021,60.15
10880,28105,28,04-02-2021,143.72
10881,28107,28,04-02-2021,99.24
10882,28109,28,04-02-2021,367.98
10883,28111,28,04-02-2021,9.34
10884,28113,28,04-02-2021,118.18
10885,28115,28,04-02-2021,84.84
10886,28117,28,04-02-2021,42.44
10887,28119,28,04-02-2021,64.51
10888,28121,28,04-02-2021,1058.67
10889,28123,28,04-02-2021,74.06
10890,28125,28,04-02-2021,64.51
10891,28127,28,04-02-2021,59.07
10892,28129,28,04-02-2021,49.69
10893,28131,28,04-02-2021,105.84
10894,28133,28,04-02-2021,146.82
10895,28135,28,04-02-2021,76.56
10896,28137,28,04-02-2021,88.99
10897,28139,28,04-02-2021,40.57
10898,28141,28,04-02-2021,45.18
10899,28143,28,04-02-2021,60.75
10900,28145,28,04-02-2021,97.1
10901,28147,28,04-02-2021,23.72
10902,28149,28,04-02-2021,131.83
10903,28151,28,04-02-2021,365.59
10904,28153,28,04-02-2021,112.67
10905,28155,28,04-02-2021,2.07
10906,28157,28,04-02-2021,58.86
10907,28159,28,04-02-2021,141.79
10908,28161,28,04-02-2021,22.31
10909,28163,28,04-02-2021,119.89
10910,29001,29,04-02-2021,159.4
10911,29003,29,04-02-2021,71.54
10912,29005,29,04-02-2021,2.5
10913,29007,29,04-02-2021,208.14
10914,29009,29,04-02-2021,250.79
10915,29011,29,04-02-2021,36.23
10916,29013,29,04-02-2021,122.08
10917,29015,29,04-02-2021,104.7
10918,29017,29,04-02-2021,34.35
10919,29019,29,04-02-2021,3663.79
10920,29021,29,04-02-2021,1095.46
10921,29023,29,04-02-2021,283.6
10922,29025,29,04-02-2021,4.48
10923,29027,29,04-02-2021,617.9
10924,29029,29,04-02-2021,318.71
10925,29031,29,04-02-2021,968.93
10926,29033,29,04-02-2021,23.27
10927,29035,29,04-02-2021,2.9
10928,29037,29,04-02-2021,1553.58
10929,29039,29,04-02-2021,39.01
10930,29041,29,04-02-2021,9.93
10931,29043,29,04-02-2021,869.21
10932,29045,29,04-02-2021,15.42
10933,29047,29,04-02-2021,3340.49
10934,29049,29,04-02-2021,411.96
10935,29051,29,04-02-2021,846.1
10936,29053,29,04-02-2021,98.37
10937,29055,29,04-02-2021,140.48
10938,29057,29,04-02-2021,15.85
10939,29059,29,04-02-2021,61.62
10940,29061,29,04-02-2021,16.77
10941,29063,29,04-02-2021,18.31
10942,29065,29,04-02-2021,51.89
10943,29067,29,04-02-2021,32.65
10944,29069,29,04-02-2021,254.95
10945,29071,29,04-02-2021,1532.52
10946,29073,29,04-02-2021,94.57
10947,29075,29,04-02-2021,2.12
10948,29077,29,04-02-2021,3072.79
10949,29079,29,04-02-2021,17.27
10950,29081,29,04-02-2021,3.05
10951,29083,29,04-02-2021,151.75
10952,29085,29,04-02-2021,16.88
10953,29087,29,04-02-2021,2.01
10954,29089,29,04-02-2021,21.65
10955,29091,29,04-02-2021,272.87
10956,29093,29,04-02-2021,16.36
10957,29095,29,04-02-2021,6164.82
10958,29097,29,04-02-2021,1547.99
10959,29099,29,04-02-2021,2956.3
10960,29101,29,04-02-2021,424.29
10961,29103,29,04-02-2021,2.89
10962,29105,29,04-02-2021,273.49
10963,29107,29,04-02-2021,488.44
10964,29109,29,04-02-2021,294.89
10965,29111,29,04-02-2021,22.02
10966,29113,29,04-02-2021,697.63
